iid1	iid2	max_IBD	sum_IBD>8	n_IBD>8	sum_IBD>12	n_IBD>12	sum_IBD>16	n_IBD>16	sum_IBD>20	n_IBD>20
MGS242.A0101	MGS036.A0101	85.14940142631531	547.4384907633066	15.0	519.1096935421228	12.0	504.57159616053104	11.0	504.57159616053104	11.0
LEO058.A0101	LEO088.A0101	83.81530344486237	546.2307093665004	17.0	526.161509566009	15.0	526.161509566009	15.0	431.5701140090823	10.0
MGS053.A0101	MGS241.A0101	118.39070916175842	545.8916209245217	14.0	524.6620189398527	12.0	497.9154136031866	10.0	497.9154136031866	10.0
RKF160.A0101	RKF213.A0101	63.353100419044495	544.6889660815941	21.0	491.9230773608433	16.0	477.83528114960063	15.0	477.83528114960063	15.0
LEO026.A0101	LEO068.A0101	106.77630305290222	544.5008990354836	15.0	533.7508005090058	14.0	533.7508005090058	14.0	480.4873955436051	11.0
RKF014.A0101	RKC033.A0101	90.51809310913086	544.3029802641831	13.0	517.7937846980058	10.0	502.1041851839982	9.0	502.1041851839982	9.0
RKF182.A0101	RKF109.A0101	76.62700414657593	543.1264031445608	18.0	496.59461413975805	13.0	496.59461413975805	13.0	476.843113056384	12.0
RKF135.A0101	RKC033.A0101	77.74559259414673	542.5148080874351	20.0	513.52119853982	17.0	485.4356925774482	15.0	451.04968547821045	13.0
RKF002.A0101	RKF037.A0101	74.72919798456132	542.4775296196458	16.0	513.1879144653794	13.0	498.011111591768	12.0	478.86691031308146	11.0
MGS086.A0101	MGS053.A0101	107.89300203323364	542.126014828682	14.0	533.0849148333073	13.0	507.10281506180763	11.0	488.75801637768745	10.0
CSK057.A0101	CSK053.A0101	61.63029670715332	541.9707870576528	25.0	472.4455824587494	18.0	392.671088501811	12.0	319.0894942730665	8.0
MGS192.A0101	MGS128.A0101	74.64989870786667	541.8581180099864	19.0	473.6394099716563	12.0	460.5214051727671	11.0	460.5214051727671	11.0
LEO075.A0101	LEO071.A0101	64.20449991710484	541.6147083509713	21.0	510.2537960279733	18.0	464.97940425761044	15.0	412.930601881817	12.0
MGS017.A0101	MGS248.A0101	116.817706823349	541.5136927447747	14.0	499.0713970444631	10.0	499.0713970444631	10.0	482.8822986863088	9.0
LEO038.A0101	LEO138.A0101	107.07000494003296	541.3271977100521	17.0	523.056299239397	15.0	508.0471985042095	14.0	456.12320229411125	11.0
RKF113.A0101	RKF124.A0101	80.19050359725952	540.4454126604833	14.0	540.4454126604833	14.0	513.766206766013	12.0	513.766206766013	12.0
KFJ022.A0101	KFJ049.A0101	107.03040361404419	539.4391908426769	16.0	517.0349905383773	14.0	504.7115931403823	13.0	448.04009889485314	10.0
RKC047.A0101	RKC045.A0101	98.66980280494316	539.3829066539183	13.0	529.8985062981956	12.0	529.8985062981956	12.0	512.8850041772239	11.0
RKF181.A0101	RKF147.A0101	67.54239797592163	539.0707115177065	19.0	517.9692129138857	17.0	465.62280976213515	13.0	447.31530868448317	12.0
KFJ021.A0101	XXX001.A1812	132.85250514745712	538.9850999912596	9.0	538.9850999912596	9.0	538.9850999912596	9.0	538.9850999912596	9.0
KFJ024.A0101	KFJ012.A0101	105.11020123958588	538.7302998453379	13.0	499.95950497686863	9.0	486.62101067602634	8.0	486.62101067602634	8.0
LEO034.A0101	LEO141.A0101	52.7696980163455	538.0335903726518	22.0	490.0763011537492	17.0	460.71389531716704	15.0	387.86090230569243	11.0
MGS421.A0101	MGS013.A0101	77.79480218887329	537.9473880020669	17.0	508.800281592994	14.0	482.312883445411	12.0	405.45378029346466	8.0
RKF037.A0101	RKF156.A0101	87.1228963136673	537.748594963341	16.0	527.7647931216052	15.0	488.1163019774249	12.0	452.04270333924796	10.0
MGS241.A0101	MGS036.A0101	86.53710186481476	537.4583037701086	15.0	525.6566042211489	14.0	511.3590115812258	13.0	456.58000951079885	10.0
RKF129.A0101	RKF196.A0101	148.02449941635132	537.3327977955341	14.0	527.6826031506062	13.0	499.8814024031162	11.0	464.0941955149174	9.0
RKC011.A0101	RKC031.A0101	99.59880411624908	537.1010861359537	10.0	537.1010861359537	10.0	537.1010861359537	10.0	537.1010861359537	10.0
MGS106.A0101	MGS079.A0101	114.43179547786713	537.0646753028268	16.0	506.2979736045236	13.0	451.11128091812134	9.0	451.11128091812134	9.0
MGS218.A0101	MGS385.A0101	95.71690559387208	536.912382056471	16.0	497.8253875277005	12.0	472.08758540218696	10.0	472.08758540218696	10.0
LEO068.A0101	LEO093.A0101	78.76780033111572	536.5475810453063	18.0	507.4254966661101	15.0	476.5575013443595	13.0	476.5575013443595	13.0
RKF226.A0101	RKF181.A0101	67.16880798339844	535.7735162440804	20.0	493.6280136767891	16.0	436.5249203518033	12.0	400.71811974048615	10.0
RKF226.A0101	RKF163.A0101	77.40950137376785	535.7540019467706	14.0	525.3879018739099	13.0	512.7733021974564	12.0	512.7733021974564	12.0
RKF127.A0101	RKF142.A0101	89.12210166454315	535.72688838467	14.0	525.6519882939756	13.0	510.40448835119605	12.0	510.40448835119605	12.0
RKF191.A0101	RKF013.A0101	118.0111974477768	535.6171013088897	11.0	535.6171013088897	11.0	520.9225000115111	10.0	520.9225000115111	10.0
RKF182.A0101	RKF196.A0101	154.50069904327393	535.5245104292408	15.0	517.3209062078968	13.0	490.5415049055591	11.0	470.7900038221851	10.0
MGS122.A0101	MGS248.A0101	112.28460296988487	534.9579162568261	11.0	534.9579162568261	11.0	522.698616465641	10.0	522.698616465641	10.0
MGS240.A0101	MGS017.A0101	83.20220410823822	534.9282008523005	15.0	524.9724131936091	14.0	510.25171288492857	13.0	490.4019148016232	12.0
KFJ040.A0101	KFJ050.A0101	103.16530466079712	534.4389785081148	18.0	517.5405848771334	16.0	488.26428540050983	14.0	433.2448810338974	11.0
MGS240.A0101	MGS385.A0101	76.86949968338013	534.3402802944183	19.0	504.12147641181946	16.0	451.4672890305519	12.0	434.0531900525093	11.0
LEO100.A0101	LEO080.A0101	73.34199845790863	534.0625077486038	20.0	488.3342117071152	16.0	444.65851187705994	13.0	391.09562039375305	10.0
LEO034.A0101	LEO138.A0101	73.81141185760498	533.4176051299437	18.0	522.8786039035185	17.0	469.81990513013443	13.0	419.4374042432173	10.0
RKF231.A0101	RKF042.A0101	91.14199876785278	533.3039866642139	11.0	502.9360936836383	8.0	490.65719338814233	7.0	490.65719338814233	7.0
MGS020.A0101	MGS175.A0101	83.95840376615524	532.6239045796683	14.0	514.7406045347452	12.0	500.9155038744211	11.0	482.674203813076	10.0
MGS106.A0101	MGS077.A0101	120.98599672317505	532.622292637825	12.0	521.1171895265579	11.0	506.9457918405533	10.0	473.6340969800949	8.0
LEO020.A0101	LEO104.A0101	84.78200286626816	531.685401906725	18.0	498.6777205369435	15.0	471.27152115572244	13.0	433.7842258857563	11.0
MGS039.A0101	MGS238.A0101	114.70609307289124	531.5804541110992	15.0	531.5804541110992	15.0	501.56625360250473	13.0	481.86195343732834	12.0
MGS044.A0101	MGS248.A0101	82.99490213394165	530.9138007462025	15.0	530.9138007462025	15.0	473.6583985388279	11.0	434.3351997435093	9.0
MGS264.A0101	MGS178.A0101	105.85029125213623	530.7962820545072	12.0	502.04648530634586	9.0	502.04648530634586	9.0	485.96078610571567	8.0
LEO029.A0101	LEO034.A0101	88.91909718513489	530.4135981190484	20.0	491.01707666995935	16.0	406.6965806472581	10.0	389.8403799161315	9.0
MGS324.A0101	MGS265.A0101	108.3225981798023	530.2747620735317	14.0	521.2222708854824	13.0	507.83577100373805	12.0	470.44187621213496	10.0
LEO072.A0101	LEO020.A0101	66.32120609283447	529.5934027191834	17.0	507.9339986798004	15.0	470.0811987873749	12.0	452.7204042431549	11.0
RKF013.A0101	RKF199.A0101	100.23450255393982	529.5790858566761	10.0	529.5790858566761	10.0	529.5790858566761	10.0	512.4794878065586	9.0
CSK035.A0101	MGS190.A0101	63.96799843059853	529.5015818439424	17.0	486.5973717533052	13.0	470.71867352351546	12.0	453.06247835978866	11.0
LEO020.A0101	LEO096.A0101	56.963181495666504	528.7343518517446	21.0	490.7736556313466	17.0	437.7894803881645	13.0	399.12797659635544	11.0
MGS037.A0101	MGS241.A0101	95.68770094774663	528.3176084514707	11.0	528.3176084514707	11.0	512.3316069599241	10.0	477.1279057022184	8.0
MGS189.A0101	MGS458.A0101	154.06759791076183	527.9887774551753	13.0	527.9887774551753	13.0	514.9210774863604	12.0	480.74157893424854	10.0
MGS314.A0101	MGS189.A0101	154.10819621756673	527.2459825027909	13.0	527.2459825027909	13.0	514.1754811156716	12.0	480.39578369862284	10.0
RKF160.A0101	RKF156.A0101	88.92959952354431	526.6725853172829	17.0	498.5134825197747	14.0	471.36879415193107	12.0	452.38039345422294	11.0
LEO128.A0101	LEO050.A0101	81.77580088376999	526.4337131753564	17.0	496.565199829638	14.0	453.7001112475991	11.0	436.62170860916376	10.0
MGS167.A0101	MGS126.A0101	89.48439359664917	526.1311890688376	9.0	526.1311890688376	9.0	526.1311890688376	9.0	526.1311890688376	9.0
RKF013.A0101	RKF198.A0101	90.50109684467316	525.8912814548239	14.0	525.8912814548239	14.0	497.9560820152983	12.0	460.20268311258405	10.0
LEO088.A0101	LEO049.A0101	96.65359407663344	525.4711885179859	14.0	516.6656870569568	13.0	490.1964862074236	11.0	453.7463857617695	9.0
RKF099.A0101	RKF142.A0101	104.10549640655518	525.4167072474957	14.0	502.62170135974884	12.0	458.9878112077713	9.0	439.6839112043381	8.0
MGS101.A0101	MGS243.A0101	65.86809903383255	524.835591064766	18.0	506.88869808800507	16.0	449.8606950044632	12.0	395.0699031352997	9.0
MGS192.A0101	MGS189.A0101	79.48909997940063	524.7954873368144	15.0	502.3615865036845	13.0	460.25119107216597	10.0	443.8991932198405	9.0
MGS328.A0101	MGS129.A0101	134.8739966750145	524.7838943461829	14.0	504.7339975099021	12.0	479.1896938542777	10.0	461.4461898068839	9.0
RKF061.A0101	RKF192.A0101	112.63280212879181	524.3833939835895	8.0	513.7844960496295	7.0	513.7844960496295	7.0	513.7844960496295	7.0
MGS206.A0101	MGS021.A0101	56.549400539370254	524.3808393192012	18.0	495.99572911974974	15.0	467.78832569834776	13.0	411.7661406111438	10.0
MGS386.A0101	MGS311.A0101	97.66490012407304	523.3007088303566	19.0	492.2201082110405	16.0	464.0278026461601	14.0	412.40440160036087	11.0
RKC031.A0101	RKC045.A0101	109.0380072593689	522.9211044701515	9.0	522.9211044701515	9.0	494.7479000518797	7.0	477.04440264205914	6.0
MGS037.A0101	MGS242.A0101	78.45199704170227	522.1561759710312	17.0	483.6977869272232	13.0	468.00998747348785	12.0	430.5726855993271	10.0
MGS233.A0101	MGS321.A0101	76.99429988861084	522.1429252997041	13.0	511.8316197767854	12.0	511.8316197767854	12.0	494.1733146086335	11.0
KFJ029.A0101	KFJ012.A0101	103.55459824204445	521.4072950184345	14.0	493.6937965452671	11.0	481.50350227952003	10.0	481.50350227952003	10.0
MGS075.A0101	MGS115.A0101	65.61059355735779	521.1253119399771	20.0	476.46551558282226	16.0	409.24091765191406	11.0	389.888416021131	10.0
MGS386.A0101	MGS169.A0101	99.54119846224783	521.0010338574648	18.0	500.63223131000996	16.0	460.03883071243763	13.0	388.53302225470543	9.0
MGS246.A0101	MGS037.A0101	92.719703912735	520.8134828746552	10.0	520.8134828746552	10.0	505.6898831069702	9.0	505.6898831069702	9.0
MGS458.A0101	MGS238.A0101	51.17289870977402	520.6087804341223	19.0	499.7941828274634	17.0	458.0471835040953	14.0	458.0471835040953	14.0
RKC029.A0101	RKF014.A0101	79.4384022243321	520.1646820481983	14.0	509.52448256575735	13.0	495.85588582122	12.0	457.0721854455769	10.0
LEO029.A0101	LEO088.A0101	157.04579651355743	519.5550866890699	8.0	508.1531860399991	7.0	494.05718822963536	6.0	494.05718822963536	6.0
LEO109.A0101	LEO049.A0101	102.28260159492493	519.489681860432	14.0	503.3341826405376	12.0	503.3341826405376	12.0	487.1179760899395	11.0
RKF160.A0101	RKC023.A0101	107.63610601425171	519.3157319095917	17.0	479.6119097736664	13.0	467.405110236723	12.0	396.32880651624873	8.0
CSK012.A0101	CSK003.A0101	90.09849801659584	518.9098884700797	18.0	479.5869958936237	14.0	434.15349846472964	11.0	397.4889986217022	9.0
MGS101.A0101	MGS079.A0101	84.59450006484985	518.6503753822763	18.0	488.5519669216592	15.0	435.1864675816614	11.0	435.1864675816614	11.0
RKF118.A0101	RKF218.A0101	69.55080032348633	518.2656951248646	13.0	506.27319291234016	12.0	478.5022936761379	10.0	478.5022936761379	10.0
LEO029.A0101	LEO038.A0101	90.20130201242864	517.1650029253215	13.0	508.59070192091167	12.0	495.4956031870097	11.0	478.9272047113627	10.0
RKF237.A0101	RKF181.A0101	69.78249549865723	516.4919104267028	16.0	516.4919104267028	16.0	475.3171116113663	13.0	475.3171116113663	13.0
LEO034.A0101	LEO050.A0101	81.73319399356842	516.210225521354	17.0	486.2100991595071	14.0	455.6527945387643	12.0	420.8902928221505	10.0
LEO075.A0101	LEO099.A0101	91.63719997741282	516.0038881469518	14.0	496.64508630521595	12.0	468.4524862561375	10.0	451.94188044406474	9.0
MGS457.A0101	MGS015.A0101	79.68630120158195	515.9664157778025	17.0	474.94480796158314	13.0	474.94480796158314	13.0	420.35411186516285	10.0
LEO100.A0101	LEO071.A0101	65.12719839811325	515.8842146396637	20.0	476.16340816020966	16.0	420.289209485054	12.0	400.8605092763901	11.0
MGS314.A0101	MGS238.A0101	51.17289870977402	514.9678952002432	19.0	494.1747016215231	17.0	452.6529035472777	14.0	433.1615052127745	13.0
LEO104.A0101	LEO141.A0101	75.67020058631897	514.5496111363173	14.0	484.13311056792736	11.0	468.41311268508434	10.0	468.41311268508434	10.0
CSK071.A0101	CSK064.A0101	81.2984049320221	514.1297042369843	12.0	514.1297042369843	12.0	499.9071031808853	11.0	499.9071031808853	11.0
MGS457.A0101	MGS295.A0101	89.33320045471191	513.918086886406	17.0	481.1459869146347	14.0	466.11139476299286	13.0	446.3665932416916	12.0
MGS242.A0101	MGS238.A0101	62.99860253930092	513.8956978917122	15.0	483.6787983775139	12.0	483.6787983775139	12.0	483.6787983775139	12.0
KFJ017.A0101	KFJ050.A0101	66.1641001701355	513.3103913336527	19.0	484.0276962786447	16.0	469.14169850642793	15.0	411.5568983601406	12.0
MGS031.A0101	MGS038.A0101	82.62829184532166	513.2891120272689	13.0	502.32080834684893	12.0	502.32080834684893	12.0	482.8566076117568	11.0
RKF182.A0101	RKF062.A0101	81.77109956741333	512.4995138205122	14.0	490.10001231799833	12.0	461.46231700549833	10.0	461.46231700549833	10.0
RKC016.A0101	RKF147.A0101	78.49100232124329	511.9742907292675	15.0	502.0212925679516	14.0	489.3627918965649	13.0	454.60729521582834	11.0
CSK079.A0101	CSK035.A0101	72.54480123519897	511.5026924293488	15.0	511.5026924293488	15.0	469.10538407973945	12.0	430.19928759895265	10.0
MGS040.A0101	MGS187.A0101	52.594196796417236	511.1764895613305	21.0	453.08228995418176	15.0	423.4020021161996	13.0	405.23240234469995	12.0
RKF157.A0101	RKF218.A0101	52.23310090077575	510.4018936690409	18.0	489.431501441868	16.0	475.35580112598836	15.0	402.45510353706777	11.0
RKC023.A0101	RKF218.A0101	107.89870023727417	510.2861869469052	10.0	510.2861869469052	10.0	494.36648966220673	9.0	477.73758950352203	8.0
MGS187.A0101	MGS036.A0101	162.22440004348758	510.188196063973	11.0	500.1500943908468	10.0	486.8063946021721	9.0	470.32589211594313	8.0
LEO068.A0101	LEO048.A0101	66.05910062789917	510.12856662273407	16.0	510.12856662273407	16.0	510.12856662273407	16.0	440.23507684469223	12.0
RKF032.A0101	RKF034.A0101	118.49449872970581	510.08930215612054	12.0	489.9250986520201	10.0	489.9250986520201	10.0	470.1033952180296	9.0
MGS249.A0101	MGS240.A0101	54.60460186004639	509.90129242418334	18.0	500.9918881463818	17.0	430.70618900237605	12.0	430.70618900237605	12.0
LEO090.A0101	LEO138.A0101	98.05400129407644	508.85411269264296	12.0	497.3514176090248	11.0	470.77001995639876	9.0	434.58312071161345	7.0
LEO085.A0101	LEO081.A0101	73.01640138030052	508.8144955414464	15.0	491.5685904401471	13.0	476.38809803902404	12.0	421.70510415016906	9.0
RKF209.A0101	RKF029.A0101	69.4646954536438	508.63489378243685	17.0	500.5804942920804	16.0	473.63249231129885	14.0	436.5350844338536	12.0
CSK028.A0101	CSK032.A0101	97.38290533423424	508.5037887096405	10.0	496.5692937374115	9.0	496.5692937374115	9.0	496.5692937374115	9.0
MGS240.A0101	MGS242.A0101	58.27530026435852	508.4884954034351	22.0	468.42568930005655	18.0	427.9176991782151	15.0	373.27439453219995	12.0
LEO100.A0101	LEO090.A0101	101.76379840122536	508.13788186060265	13.0	499.4987816666253	12.0	469.9899763916619	10.0	469.9899763916619	10.0
MGS037.A0101	MGS189.A0101	145.66900256322697	507.09789890097454	7.0	507.09789890097454	7.0	494.9353088741191	6.0	494.9353088741191	6.0
MGS194.A0101	MGS335.A0101	84.41450297832489	506.96770636131987	14.0	496.62150827934965	13.0	483.2489082007669	12.0	428.0353137641214	9.0
RKF047.A0101	RKF155.A0101	68.69670152664185	505.8925185818225	19.0	486.24402028508484	17.0	445.4799030441791	14.0	410.3803012985736	12.0
MGS241.A0101	MGS315.A0101	100.0486999750137	505.7766191661358	14.0	484.625618904829	12.0	454.95581552386284	10.0	419.5338122546673	8.0
LEO100.A0101	LEO114.A0101	94.022399187088	505.70550337433815	17.0	462.9776991903782	13.0	432.02759623527527	11.0	380.00810146331787	8.0
MGS280.A0101	MGS211.A0101	59.89489555358887	505.06858825683594	17.0	485.54289042949677	15.0	470.99859043955803	14.0	432.46629163622856	12.0
MGS206.A0101	MGS422.A0101	56.549400539370254	504.9649660300929	17.0	476.7877478909213	14.0	464.56324651953764	13.0	409.84745219466276	10.0
RKF170.A0101	RKF158.A0101	102.92450487613678	504.4617920240853	11.0	496.11128857941367	10.0	496.11128857941367	10.0	478.14429095597006	9.0
LEO072.A0101	LEO085.A0101	66.48520529270172	504.44900691509247	15.0	504.44900691509247	15.0	461.54491156339645	12.0	425.64570158720016	10.0
RKF007.A0101	RKF042.A0101	59.42749381065369	504.3404154974269	18.0	484.7915106016444	16.0	454.52331831038464	14.0	400.40601422369946	11.0
RKF002.A0101	RKF238.A0101	70.4384982585907	504.1109186015092	19.0	486.91921784193255	17.0	430.03672017366625	13.0	321.03550388128497	7.0
RKF158.A0101	RKF034.A0101	102.6330053806305	504.0404111146927	11.0	492.0583128929138	10.0	492.0583128929138	10.0	492.0583128929138	10.0
MGS037.A0101	MGS240.A0101	94.36109587550165	503.75006980029866	13.0	503.75006980029866	13.0	490.3202686342411	12.0	456.57897031633183	10.0
LEO058.A0101	LEO049.A0101	114.2460947856307	503.3554196357727	13.0	481.7204177379608	11.0	453.7177160382271	9.0	437.4206140637398	8.0
LEO083.A0101	LEO105.A0101	94.95439827442168	502.74180490523577	12.0	502.74180490523577	12.0	489.82100803405046	11.0	434.06780380755663	8.0
RKF199.A0101	RKF156.A0101	105.97429275512695	502.6678919326514	11.0	502.6678919326514	11.0	457.85938943736255	8.0	457.85938943736255	8.0
LEO038.A0101	LEO048.A0101	78.04909944534302	502.6117836474441	15.0	480.7475840090774	13.0	464.770284795668	12.0	446.815589570906	11.0
MGS030.A0101	MGS370.A0101	123.95170331001282	502.4094095657347	16.0	475.59051422576886	13.0	475.59051422576886	13.0	422.27021108556073	10.0
RKC021.A0101	RKF098.A0101	121.54080527834594	501.9665965344757	11.0	501.9665965344757	11.0	501.9665965344757	11.0	501.9665965344757	11.0
LEO056.A0101	LEO073.A0101	89.83159959316254	501.58518459647894	16.0	474.0653892979026	13.0	432.4204972013831	10.0	414.50469847768545	9.0
MGS186.A0101	MGS055.A0101	121.94380164146423	501.41149243863765	12.0	491.3448937848443	11.0	491.3448937848443	11.0	435.80249032529537	8.0
RKF036.A0101	RKF042.A0101	73.6814022064209	500.89386760664627	20.0	458.16398322058376	16.0	430.40688394976314	14.0	339.55999075842556	9.0
MGS037.A0101	MGS243.A0101	101.49200037121773	498.25929403305054	10.0	490.14079570770264	9.0	490.14079570770264	9.0	471.36539220809937	8.0
RKC038.A0101	RKC027.A0101	106.3324049115181	498.21312263957225	10.0	479.9962206132477	8.0	479.9962206132477	8.0	446.00452163722366	6.0
KFJ022.A0101	KFJ034.A0101	96.69379710685462	497.44980661344016	11.0	479.1485030684271	9.0	479.1485030684271	9.0	461.0552985701361	8.0
MGS178.A0101	MGS324.A0101	70.83269953727722	497.3402071278542	17.0	468.2715285103768	14.0	441.3532230537385	12.0	406.30511972121894	10.0
RKF185.A0101	RKF136.A0101	83.17859768867493	497.0908057912311	11.0	485.7493055089435	10.0	485.7493055089435	10.0	469.1517052393465	9.0
KFJ006.A0101	KFJ012.A0101	140.98249718663286	496.8550941266585	12.0	487.1084934391547	11.0	457.2002930857707	9.0	440.4336931940634	8.0
RKF218.A0101	RKF029.A0101	51.8768022157019	496.2957198731601	20.0	462.75222478434443	17.0	436.1508238129318	15.0	333.10492215678096	9.0
MGS101.A0101	MGS316.A0101	91.02349877357484	496.2511051155161	15.0	474.66221337090246	13.0	462.52540831337683	12.0	426.5196073509287	10.0
CSK028.A0101	CSK050.A0101	94.48418617248537	495.92148661613464	11.0	474.25779700279236	9.0	474.25779700279236	9.0	458.03649723529816	8.0
KFJ021.A0101	KFJ049.A0101	132.54419565200806	495.86742578685516	12.0	478.1220257282257	10.0	450.12081265449524	8.0	413.03551197052	6.0
LEO075.A0101	LEO052.A0101	84.4614028930664	495.81351245433325	17.0	456.0113986954093	13.0	440.7784065231681	12.0	386.7784073576331	9.0
MGS106.A0101	MGS047.A0101	114.6647959947586	495.7601129077375	14.0	466.37461399659514	11.0	439.57151025533676	9.0	401.6307085752487	7.0
RKF099.A0101	RKF218.A0101	80.58830049703829	495.11578906094655	14.0	464.130689331796	11.0	450.5246892280411	10.0	450.5246892280411	10.0
LEO034.A0101	LEO020.A0101	59.59600210189819	494.6607988473261	17.0	453.7995945807779	13.0	440.82640522683505	12.0	424.6454041596735	11.0
RKC042.A0101	RKC050.A0101	121.87919914722445	494.21667251735926	9.0	485.33088359981775	8.0	485.33088359981775	8.0	467.4783864989877	7.0
MGS036.A0101	MGS247.A0101	100.99739879369736	494.1063161473721	16.0	453.4915145020932	12.0	424.2683108430356	10.0	407.3420103173703	9.0
MGS016.A0101	MGS145.A0101	95.722895860672	494.0918087842874	11.0	483.64601134089753	10.0	470.65780161647126	9.0	453.6813020706177	8.0
MGS086.A0101	MGS199.A0101	94.07729943632148	494.0649811120238	11.0	485.3044811578002	10.0	445.456082461169	7.0	445.456082461169	7.0
LEO023.A0101	LEO071.A0101	131.51759883912746	493.9621027064277	13.0	493.9621027064277	13.0	466.84330063581	11.0	446.9397957873298	10.0
MGS246.A0101	MGS242.A0101	115.11290073394775	493.6642086307984	7.0	493.6642086307984	7.0	493.6642086307984	7.0	493.6642086307984	7.0
LEO072.A0101	LEO038.A0101	64.73210155963898	492.9906139150262	16.0	492.9906139150262	16.0	436.66060511022806	12.0	401.91650334745646	10.0
RKC043.A0101	RKF014.A0101	87.16579899191856	492.22049707314	11.0	492.22049707314	11.0	492.22049707314	11.0	438.0231013521552	8.0
RKF047.A0101	RKF007.A0101	47.81930446624756	491.1444895667955	19.0	491.1444895667955	19.0	434.03308920096606	15.0	399.4095899775857	13.0
MGS303.A0101	MGS305.A0101	55.940199457108974	490.6156873330474	19.0	460.34108754247427	16.0	400.74479933828115	12.0	382.40949865430593	11.0
LEO114.A0101	LEO052.A0101	74.29970037192106	490.27598413231317	12.0	490.27598413231317	12.0	490.27598413231317	12.0	453.3651886507869	10.0
RKC035.A0101	RKC039.A0101	72.81219959259033	490.1937924325466	13.0	490.1937924325466	13.0	476.9998922944069	12.0	476.9998922944069	12.0
MGS116.A0101	MGS157.A0101	90.90869426727296	489.8087832494639	12.0	468.92049576854333	10.0	468.92049576854333	10.0	449.11529686069116	9.0
MGS447.A0101	MGS311.A0101	63.03710182546638	489.7785654087784	16.0	471.102975847316	14.0	444.81307172973175	12.0	444.81307172973175	12.0
LEO073.A0101	LEO108.A0101	51.33030125871301	489.54079607501626	16.0	479.5072958804667	15.0	463.76679399982095	14.0	444.7964952327311	13.0
RKF160.A0101	RKF031.A0101	74.76110458374023	489.51629922230495	20.0	439.76880237896694	15.0	414.2372958405758	13.0	362.4733082993771	10.0
MGS106.A0101	MGS315.A0101	76.81269720196724	489.4379921257496	15.0	459.01539996266365	12.0	432.6633043587208	10.0	397.8101022541523	8.0
MGS230.A0101	MGS333.A0101	51.04870071809273	489.3358903209446	17.0	471.7514829913853	15.0	457.55678584973793	14.0	424.7286873142002	12.0
XXX001.A1815	KFJ029.A0101	67.28030284284614	489.00640370266046	16.0	466.87090458290186	14.0	454.6359046304133	13.0	437.90850182413124	12.0
LEO075.A0101	LEO096.A0101	108.33721160888672	488.9376033708686	17.0	446.3563014433021	13.0	404.46360601636115	10.0	385.2862056955928	9.0
KFJ021.A0101	KFJ023.A0101	80.20449876785278	488.8923163583968	12.0	488.8923163583968	12.0	476.06321527273394	11.0	456.75981595995836	10.0
RKF150.A0101	RKC027.A0101	61.436302959918976	488.3759334683418	18.0	466.00112468004227	16.0	453.00732403993607	15.0	378.48401814699173	11.0
MGS484.A0101	MGS017.A0101	94.12610232830048	488.1379194557667	15.0	479.14142087101936	14.0	450.48281624913216	12.0	433.36251601576805	11.0
MGS187.A0101	CSK035.A0101	71.57349735498428	487.904591858387	17.0	456.64758831262577	14.0	430.75289875268936	12.0	376.3435021042824	9.0
XXX001.A1812	KFJ025.A0101	94.1588981077075	487.8895030124113	13.0	460.76849855016917	10.0	445.56109465193003	9.0	445.56109465193003	9.0
MGS313.A0101	MGS327.A0101	52.13499665260315	487.76817470788956	24.0	405.16527146101	15.0	362.37907856702805	12.0	342.84347742795944	11.0
LEO074.A0101	LEO099.A0101	89.79050144553185	487.3141072690487	10.0	476.22530832886696	9.0	464.1824997961521	8.0	464.1824997961521	8.0
MGS116.A0101	MGS101.A0101	54.457998275756836	487.1036153752357	19.0	444.59691252559423	15.0	417.620313167572	13.0	400.6575107574463	12.0
MGS120.A0101	MGS038.A0101	66.95079803466797	486.63728121318854	18.0	470.04438025760464	16.0	442.790490220068	14.0	390.21679146098904	11.0
KUP018.A0101	KUP016.A0101	128.21089446078986	486.47239654674195	8.0	486.47239654674195	8.0	471.6662928403821	7.0	471.6662928403821	7.0
CSK022.A0101	CSK035.A0101	99.15409976383673	486.07880738927634	9.0	486.07880738927634	9.0	486.07880738927634	9.0	469.26420745803625	8.0
MGS246.A0101	MGS070.A0101	94.58390474319458	485.91641085222363	12.0	474.8777081258595	11.0	447.0885013230145	9.0	447.0885013230145	9.0
MGS328.A0101	MGS125.A0101	88.34349513053894	485.39959602057934	11.0	476.31739787757397	10.0	461.1883979290724	9.0	444.2667942494154	8.0
LEO128.A0101	LEO052.A0101	140.23849746736232	485.20470118673984	15.0	457.18740677984897	12.0	442.2339127078885	11.0	403.31000542792026	9.0
KFJ015.A0101	KFJ018.A0101	59.74700450897217	484.8894029855728	16.0	474.1102010011673	15.0	474.1102010011673	15.0	455.752494931221	14.0
MGS129.A0101	MGS171.A0101	123.86389449238774	484.6014837421535	8.0	484.6014837421535	8.0	484.6014837421535	8.0	468.32408447153284	7.0
MGS240.A0101	MGS243.A0101	82.81480073928833	484.4467971473932	21.0	429.04870696365833	15.0	346.2132066488266	9.0	329.9366056919098	8.0
MGS423.A0101	MGS015.A0101	77.6269018650055	484.3951843562536	16.0	474.83398540643975	15.0	416.47859065560624	11.0	381.50839059380814	9.0
RKC045.A0101	RKC002.A0101	110.25819778442386	483.9004060602747	9.0	474.41180581226945	8.0	474.41180581226945	8.0	474.41180581226945	8.0
