iid1	iid2	max_IBD	sum_IBD>8	n_IBD>8	sum_IBD>12	n_IBD>12	sum_IBD>16	n_IBD>16	sum_IBD>20	n_IBD>20
RKC009.A0101	RKF113.A0101	32.042396068573	119.43809166550633	6.0	109.97349396347997	5.0	94.47929635643956	4.0	78.04409638047217	3.0
MGS421.A0101	MGS326.A0101	71.5857982635498	119.3083000543993	3.0	119.3083000543993	3.0	119.3083000543993	3.0	101.19429949554615	2.0
MGS307.A0101	MGS018.A0101	39.72840122878551	119.29699294269085	5.0	107.96879641711712	4.0	95.44040076434612	3.0	95.44040076434612	3.0
MGS355.A0101	MGS018.A0101	49.54479895532131	119.29610036313534	4.0	119.29610036313534	4.0	119.29610036313534	4.0	100.59679709374905	3.0
MGS126.A0101	MGS115.A0101	31.456398963928223	119.26009654998776	6.0	107.832396030426	5.0	80.64780235290527	3.0	61.50469779968262	2.0
RKC020.A0101	RKF015.A0101	46.10359817743301	119.14650350809097	3.0	119.14650350809097	3.0	119.14650350809097	3.0	119.14650350809097	3.0
KUP002.A0101	KUP004.A0101	29.95100021362304	119.14449781179425	6.0	109.49339866638181	5.0	96.82019948959348	4.0	79.39009666442871	3.0
CSK003.A0101	MGS260.A0101	29.519695043563843	119.1277027130127	5.0	109.9702000617981	4.0	109.9702000617981	4.0	109.9702000617981	4.0
CSK004.A0101	CSK028.A0101	54.267001152038574	119.05100792646408	3.0	119.05100792646408	3.0	119.05100792646408	3.0	119.05100792646408	3.0
MGS106.A0101	MGS190.A0101	33.51530134677887	119.04321014881134	5.0	119.04321014881134	5.0	105.59150278568268	4.0	87.4794989824295	3.0
RKF142.A0101	RKF032.A0101	24.2123007774353	119.01911348104474	7.0	119.01911348104474	7.0	63.353812694549546	3.0	46.57140970230102	2.0
MGS313.A0101	MGS292.A0101	50.69580078125	119.00130733847615	6.0	86.89470291137695	3.0	73.67889881134033	2.0	73.67889881134033	2.0
RKF139.A0101	RKF198.A0101	43.005800247192376	118.9748153090477	5.0	108.06961506605148	4.0	108.06961506605148	4.0	88.67111057043076	3.0
MGS120.A0101	MGS202.A0101	22.10299670696258	118.95310107502151	8.0	98.38639918598342	6.0	58.06349813938139	3.0	22.10299670696258	1.0
CSK032.A0101	MGS248.A0101	63.64750266075134	118.86410713195798	4.0	108.15260410308838	3.0	108.15260410308838	3.0	88.37530612945557	2.0
LEO023.A0101	LEO081.A0101	22.238397598266598	118.85789185762403	7.0	110.63469201326367	6.0	80.81839084625243	4.0	43.30449104309082	2.0
MGS289.A0101	MGS303.A0101	40.6013011932373	118.83869767189026	4.0	118.83869767189026	4.0	118.83869767189026	4.0	101.24629735946655	3.0
LEO121.A0101	LEO081.A0101	68.5833990573883	118.82259926351253	3.0	118.82259926351253	3.0	118.82259926351253	3.0	118.82259926351253	3.0
MGS245.A0101	MGS457.A0101	43.04189682006836	118.80660057067868	6.0	107.99299478530881	5.0	83.28219056129456	3.0	64.52599167823792	2.0
MGS067.A0101	MGS305.A0101	38.26730251312256	118.78660544753072	4.0	118.78660544753072	4.0	118.78660544753072	4.0	100.21970495581627	3.0
MGS389.A0101	MGS281.A0101	29.545199871063232	118.6736166477203	7.0	97.05021977424619	5.0	81.69561028480528	4.0	29.545199871063232	1.0
MGS316.A0101	MGS299.A0101	34.963497519493096	118.60639750957486	5.0	118.60639750957486	5.0	106.4017981290817	4.0	68.2609975337982	2.0
MGS149.A0101	MGS247.A0101	46.66259884834289	118.59460622072217	4.0	118.59460622072217	4.0	103.64599972963333	3.0	87.12480068206786	2.0
LEO008.A0101	LEO111.A0101	49.53159689903259	118.47009807825089	4.0	118.47009807825089	4.0	106.27459436655045	3.0	106.27459436655045	3.0
LEO137.A0101	LEO071.A0101	50.0294029712677	118.38200092315674	5.0	100.90920329093933	3.0	100.90920329093933	3.0	82.41720795631409	2.0
CSK058.A0101	MGS135.A0101	30.30880689620971	118.29781234264374	6.0	118.29781234264374	6.0	91.63820445537567	4.0	55.036005377769456	2.0
MGS266.A0101	MGS268.A0101	44.03189420700073	118.29578280448914	5.0	99.29808974266052	3.0	99.29808974266052	3.0	79.3212890625	2.0
MGS218.A0101	MGS244.A0101	30.472302436828606	118.20829957723615	6.0	108.33899974822995	5.0	84.01879668235777	3.0	84.01879668235777	3.0
MGS034.A0101	MGS015.A0101	31.572100520133972	118.13260614871979	7.0	89.1595035791397	4.0	76.37640535831451	3.0	76.37640535831451	3.0
MGS218.A0101	MGS189.A0101	42.48699843883514	118.12349355022886	5.0	99.904391169548	3.0	99.904391169548	3.0	99.904391169548	3.0
RKF080.A0101	RKF182.A0101	49.36450123786926	118.0929015390575	3.0	118.0929015390575	3.0	118.0929015390575	3.0	118.0929015390575	3.0
LEO121.A0101	LEO104.A0101	42.51490831375122	118.08960437774658	4.0	118.08960437774658	4.0	118.08960437774658	4.0	82.39361047744751	2.0
LEO089.A0101	LEO071.A0101	37.94029951095581	117.96220839023586	7.0	77.08090543746948	3.0	63.72690200805664	2.0	63.72690200805664	2.0
MGS187.A0101	MGS044.A0101	39.33579921722412	117.92117953300473	5.0	117.92117953300473	5.0	86.74429059028625	3.0	70.31829357147217	2.0
CSK019.A0101	CSK057.A0101	62.734001874923706	117.81790256500244	6.0	75.62820315361023	2.0	62.734001874923706	1.0	62.734001874923706	1.0
MGS249.A0101	MGS190.A0101	65.55579900741577	117.78269708156586	3.0	117.78269708156586	3.0	103.51689755916595	2.0	103.51689755916595	2.0
LEO038.A0101	LEO081.A0101	44.15220320224762	117.74171348661184	4.0	117.74171348661184	4.0	117.74171348661184	4.0	100.32891687005758	3.0
LEO066.A0101	LEO128.A0101	48.96309822797775	117.63800233602524	4.0	108.35059732198715	3.0	108.35059732198715	3.0	89.50909823179245	2.0
RKF210.A0101	RKF013.A0101	63.31419795751572	117.62119680643082	5.0	96.82269245386124	3.0	81.12199455499649	2.0	63.31419795751572	1.0
MGS142.A0101	MGS047.A0101	45.17030119895935	117.50710234045982	4.0	107.26000294089317	3.0	107.26000294089317	3.0	87.54290267825127	2.0
MGS020.A0101	MGS143.A0101	56.98460340499878	117.46770461468259	5.0	108.35250337986508	4.0	95.64560373692075	3.0	56.98460340499878	1.0
MGS245.A0101	MGS295.A0101	29.37879860401153	117.42060184478757	7.0	96.23139798641202	5.0	81.98250234127042	4.0	29.37879860401153	1.0
RKF160.A0101	RKF231.A0101	50.70669651031494	117.38980198279023	4.0	117.38980198279023	4.0	117.38980198279023	4.0	80.76159739866853	2.0
MGS020.A0101	MGS190.A0101	51.809898018836975	117.33070313930511	3.0	117.33070313930511	3.0	117.33070313930511	3.0	117.33070313930511	3.0
MGS002.A0101	MGS128.A0101	33.29589366912842	117.30978993145979	6.0	108.8418900966644	5.0	81.80249333381653	3.0	63.12369108200073	2.0
LEO139.A0101	LEO008.A0101	58.367400616407394	117.29291006922718	6.0	87.64210268855092	3.0	58.367400616407394	1.0	58.367400616407394	1.0
LEO083.A0101	LEO049.A0101	40.29640066437423	117.25939619354901	4.0	117.25939619354901	4.0	117.25939619354901	4.0	117.25939619354901	4.0
MGS218.A0101	MGS245.A0101	28.13410758972168	117.17041358351707	6.0	107.28431567549706	5.0	78.34710702300072	3.0	78.34710702300072	3.0
LEO036.A0101	LEO071.A0101	33.682000637054436	116.92679822444913	6.0	107.43599832057953	5.0	93.04879009723663	4.0	57.223597168922424	2.0
MGS413.A0101	MGS260.A0101	35.00399589538574	116.88130050897598	4.0	116.88130050897598	4.0	116.88130050897598	4.0	116.88130050897598	4.0
LEO103.A0101	LEO141.A0101	32.85299986600876	116.83248896151778	6.0	99.07758254557845	4.0	83.43679923564194	3.0	83.43679923564194	3.0
RKF160.A0101	RKF158.A0101	25.02789903228404	116.72940362041118	8.0	64.90550447051646	3.0	64.90550447051646	3.0	46.26280475204112	2.0
LEO109.A0101	LEO098.A0101	48.22889566421509	116.64668321609494	6.0	97.70998954772949	4.0	71.94979190826416	2.0	71.94979190826416	2.0
RKF198.A0101	RKF034.A0101	25.79970359802246	116.61190390586853	6.0	104.97150421142578	5.0	90.32030403614044	4.0	51.15910768508911	2.0
RKF155.A0101	RKF218.A0101	50.773798166483175	116.55888745881381	6.0	107.95079062081638	5.0	50.773798166483175	1.0	50.773798166483175	1.0
LEO106.A0101	LEO085.A0101	51.62129998207092	116.50980100966987	5.0	105.2721081767231	4.0	92.30460822582242	3.0	75.22120177745818	2.0
LEO139.A0101	LEO033.A0101	58.383798599243164	116.33441150188446	6.0	97.1849113702774	4.0	58.383798599243164	1.0	58.383798599243164	1.0
MGS407.A0101	MGS308.A0101	50.37170648574829	116.31060661165975	3.0	116.31060661165975	3.0	116.31060661165975	3.0	99.60000635473989	2.0
LEO036.A0101	LEO105.A0101	65.57849645614624	116.21339321136475	3.0	116.21339321136475	3.0	116.21339321136475	3.0	116.21339321136475	3.0
MGS189.A0101	MGS077.A0101	40.26009738445282	116.1187946796417	6.0	107.9553961753845	5.0	82.99109935760498	3.0	66.93249940872192	2.0
RKC020.A0101	RKF031.A0101	71.53180837631226	116.10590815544128	4.0	106.53780698776245	3.0	106.53780698776245	3.0	71.53180837631226	1.0
RKF196.A0101	RKF147.A0101	65.39480090141296	115.92369377613068	4.0	104.72539961338043	3.0	92.32819974422455	2.0	92.32819974422455	2.0
RKF110.A0101	RKF147.A0101	66.04100465774536	115.80321341753006	4.0	105.5961087346077	3.0	92.95680671930313	2.0	92.95680671930313	2.0
MGS307.A0101	MGS142.A0101	41.03530049324035	115.78729450702664	4.0	104.9536973237991	3.0	104.9536973237991	3.0	104.9536973237991	3.0
MGS128.A0101	MGS017.A0101	64.28809762001038	115.62749743461609	2.0	115.62749743461609	2.0	115.62749743461609	2.0	115.62749743461609	2.0
MGS238.A0101	MGS018.A0101	30.351901054382317	115.56180045008657	5.0	107.4706010520458	4.0	107.4706010520458	4.0	107.4706010520458	4.0
LEO020.A0101	LEO068.A0101	30.75801134109497	115.53369455359639	6.0	103.63119833491506	5.0	90.05219832615691	4.0	52.457201480865464	2.0
MGS326.A0101	MGS030.A0101	78.52509021759033	115.41578769683838	2.0	115.41578769683838	2.0	115.41578769683838	2.0	115.41578769683838	2.0
KFJ034.A0101	KFJ018.A0101	84.56499576568604	115.35530090332031	2.0	115.35530090332031	2.0	115.35530090332031	2.0	115.35530090332031	2.0
LEO066.A0101	LEO088.A0101	89.59440290927887	115.35260118544099	3.0	105.14730252325535	2.0	89.59440290927887	1.0	89.59440290927887	1.0
MGS101.A0101	MGS453.A0101	51.82390213012695	115.34790056757626	4.0	103.71660250239074	3.0	89.73770216107368	2.0	89.73770216107368	2.0
MGS313.A0101	MGS178.A0101	50.69580078125	115.28629660606384	4.0	115.28629660606384	4.0	101.83849334716797	3.0	101.83849334716797	3.0
RKF023.A0101	RKF036.A0101	72.86019325256348	115.1922881603241	3.0	115.1922881603241	3.0	115.1922881603241	3.0	115.1922881603241	3.0
MGS126.A0101	MGS458.A0101	28.9648950099945	115.14990031719205	6.0	106.07050359249112	5.0	80.60850501060483	3.0	80.60850501060483	3.0
RKF182.A0101	RKF193.A0101	40.86759984493255	114.97559947893023	3.0	114.97559947893023	3.0	114.97559947893023	3.0	114.97559947893023	3.0
LEO073.A0101	LEO008.A0101	48.95380139350891	114.96789753437042	3.0	114.96789753437042	3.0	114.96789753437042	3.0	114.96789753437042	3.0
LEO085.A0101	LEO089.A0101	31.11521005630493	114.9503231048584	6.0	104.32772040367126	5.0	76.15200877189636	3.0	59.501713514328	2.0
MGS331.A0101	MGS317.A0101	30.77330291271209	114.78700488805768	5.0	114.78700488805768	5.0	114.78700488805768	5.0	97.02300280332562	4.0
MGS314.A0101	MGS126.A0101	28.81819605827331	114.7318035364151	6.0	105.91171085834503	5.0	80.45681118965149	3.0	80.45681118965149	3.0
RKC018.A0101	RKF181.A0101	91.51730537414552	114.70282077789307	2.0	114.70282077789307	2.0	114.70282077789307	2.0	114.70282077789307	2.0
RKF155.A0101	RKF013.A0101	28.16680073738098	114.61960263550282	6.0	103.85749526321888	5.0	91.09889604151248	4.0	71.17989659309387	3.0
MGS116.A0101	MGS142.A0101	51.262301206588745	114.47460651397705	4.0	104.41520810127258	3.0	91.08310341835022	2.0	91.08310341835022	2.0
RKF117.A0101	RKF110.A0101	59.9696010351181	114.46090117096901	3.0	103.34590151906013	2.0	103.34590151906013	2.0	103.34590151906013	2.0
LEO074.A0101	LEO038.A0101	37.47390508651733	114.38769996166229	5.0	114.38769996166229	5.0	114.38769996166229	5.0	79.1933000087738	3.0
MGS149.A0101	MGS206.A0101	49.07380044460296	114.38707411289212	6.0	96.16939127445218	4.0	68.1484967470169	2.0	49.07380044460296	1.0
MGS149.A0101	MGS207.A0101	31.73400163650512	114.31059390306473	5.0	114.31059390306473	5.0	84.03459191322327	3.0	84.03459191322327	3.0
MGS142.A0101	MGS145.A0101	72.52730131149292	114.2724022269249	3.0	114.2724022269249	3.0	114.2724022269249	3.0	97.22030013799667	2.0
MGS015.A0101	MGS247.A0101	32.18370079994201	114.15190005209294	5.0	114.15190005209294	5.0	100.48300528433171	4.0	80.9780051698908	3.0
LEO035.A0101	LEO048.A0101	38.07229995727539	114.08631354570389	5.0	102.88451313972473	4.0	87.70549893379211	3.0	69.38430070877075	2.0
RKC030.A0101	RKC026.A0101	80.57600259780884	113.9329046010971	2.0	113.9329046010971	2.0	113.9329046010971	2.0	113.9329046010971	2.0
MGS295.A0101	MGS190.A0101	48.0923980474472	113.91009390354156	4.0	105.23329079151154	3.0	105.23329079151154	3.0	85.73069274425507	2.0
RKC009.A0101	RKF181.A0101	90.81239998340608	113.86130154132843	2.0	113.86130154132843	2.0	113.86130154132843	2.0	113.86130154132843	2.0
LEO103.A0101	LEO023.A0101	40.07230028510093	113.82049545645711	5.0	101.82819589972493	4.0	74.15199503302573	2.0	74.15199503302573	2.0
LEO090.A0101	LEO039.A0101	50.49619674682617	113.80939483642578	5.0	102.25759744644165	4.0	86.6388976573944	3.0	50.49619674682617	1.0
LEO095.A0101	LEO004.A0101	41.06049537658691	113.7791961431503	5.0	104.92258965969083	4.0	90.45988917350768	3.0	90.45988917350768	3.0
LEO034.A0101	LEO052.A0101	31.690797209739678	113.66059784777462	7.0	78.12709365971386	3.0	78.12709365971386	3.0	78.12709365971386	3.0
RKF191.A0101	RKF029.A0101	26.098698377609246	113.63770365715024	7.0	105.56989908218381	6.0	77.9003024101257	4.0	26.098698377609246	1.0
MGS281.A0101	MGS313.A0101	54.221898317337036	113.56570720672605	4.0	113.56570720672605	4.0	98.03910255432127	3.0	79.71760034561157	2.0
KUP002.A0101	KUP022.A0101	54.65290546417236	113.55580687522885	6.0	74.1486072540283	2.0	74.1486072540283	2.0	54.65290546417236	1.0
LEO034.A0101	LEO071.A0101	31.63169622421264	113.45808869227763	7.0	78.09199159964918	3.0	78.09199159964918	3.0	78.09199159964918	3.0
RKF191.A0101	RKC023.A0101	60.938096046447754	113.44199329614636	5.0	103.68559360504148	4.0	60.938096046447754	1.0	60.938096046447754	1.0
MGS175.A0101	CSK060.A0101	40.52049517631531	113.42537403106687	5.0	101.71618461608884	4.0	101.71618461608884	4.0	85.16268730163573	3.0
KFJ036.A0101	KUP027.A0101	60.257602483034134	113.37519958615303	4.0	103.63050773739815	3.0	103.63050773739815	3.0	86.93430498242378	2.0
RKF118.A0101	RKF213.A0101	30.46630024909973	113.30531537532806	5.0	113.30531537532806	5.0	113.30531537532806	5.0	59.174203872680664	2.0
RKF170.A0101	RKF010.A0101	40.42889922857284	113.27980533242223	6.0	96.20550125837323	4.0	96.20550125837323	4.0	40.42889922857284	1.0
RKF062.A0101	RKF194.A0101	25.86129903793335	113.22779506444928	6.0	91.41559302806851	4.0	91.41559302806851	4.0	74.19839799404141	3.0
MGS245.A0101	MGS194.A0101	87.21040263772011	113.22409883141518	3.0	102.8684951364994	2.0	87.21040263772011	1.0	87.21040263772011	1.0
LEO095.A0101	LEO074.A0101	38.55559229850769	113.09759020805359	5.0	113.09759020805359	5.0	83.18729996681213	3.0	63.81849646568298	2.0
KFJ029.A0101	KFJ007.A0101	75.59350728988647	113.04980218410492	3.0	113.04980218410492	3.0	98.09930324554443	2.0	98.09930324554443	2.0
RKF124.A0101	RKF147.A0101	65.17540216445923	113.04352134466171	4.0	92.09580272436142	2.0	92.09580272436142	2.0	92.09580272436142	2.0
MGS316.A0101	MGS295.A0101	51.324403285980225	112.97460198402405	4.0	101.50530338287354	3.0	101.50530338287354	3.0	101.50530338287354	3.0
MGS206.A0101	MGS295.A0101	45.92429399490356	112.9431992769241	4.0	112.9431992769241	4.0	99.61419701576233	3.0	80.56519627571105	2.0
LEO079.A0101	MGS100.A0101	32.65439718961715	112.92849034070966	6.0	82.73768872022629	3.0	82.73768872022629	3.0	82.73768872022629	3.0
MGS293.A0101	MGS007.A0101	23.39400053024292	112.92551979422566	7.0	91.77522063255307	5.0	61.72192096710204	3.0	43.78801584243774	2.0
LEO050.A0101	LEO048.A0101	36.89649999141693	112.85770726390183	5.0	104.83320709317923	4.0	104.83320709317923	4.0	104.83320709317923	4.0
LEO141.A0101	LEO048.A0101	32.08410143852234	112.80470023630183	6.0	95.2911987318657	4.0	79.38390517374499	3.0	79.38390517374499	3.0
LEO056.A0101	LEO088.A0101	56.84390068054199	112.80399933457375	5.0	103.40439975261688	4.0	74.1919994354248	2.0	56.84390068054199	1.0
LEO088.A0101	LEO068.A0101	54.74810302257538	112.75568008422849	5.0	93.78988444805144	3.0	81.60309493541718	2.0	81.60309493541718	2.0
CSK079.A0101	CSK022.A0101	39.52130079269409	112.6978948712349	4.0	112.6978948712349	4.0	112.6978948712349	4.0	95.74889540672302	3.0
CSK058.A0101	CSK063.A0101	35.57289913296699	112.58410289883614	6.0	102.85289362072942	5.0	74.56079497933386	3.0	56.67909458279608	2.0
MGS421.A0101	MGS202.A0101	38.49290013313293	112.51090486912287	4.0	112.51090486912287	4.0	112.51090486912287	4.0	75.07990300655364	2.0
CSK016.A0101	MGS293.A0101	33.82020592689514	112.43781354278326	6.0	102.99351364374161	5.0	59.10840630531311	2.0	59.10840630531311	2.0
LEO105.A0101	LEO138.A0101	38.37890625	112.34421133995056	4.0	112.34421133995056	4.0	112.34421133995056	4.0	95.24981379508972	3.0
LEO034.A0101	LEO093.A0101	27.3063987493515	112.2470882895868	7.0	82.87149343523194	4.0	82.87149343523194	4.0	47.65619907411746	2.0
RKF007.A0101	RKF013.A0101	34.11940118821803	112.21869128348769	5.0	101.20929020049513	4.0	85.82349556090776	3.0	85.82349556090776	3.0
MGS453.A0101	MGS044.A0101	46.84500098228454	112.20119595527645	5.0	102.19109654426572	4.0	89.32979702949521	3.0	69.45260167121886	2.0
MGS245.A0101	MGS163.A0101	44.68809962272644	112.19859719276428	4.0	102.25759744644165	3.0	102.25759744644165	3.0	102.25759744644165	3.0
RKC035.A0101	RKF135.A0101	45.34110128879547	112.19499707221982	5.0	101.44229531288144	4.0	101.44229531288144	4.0	67.10090339183807	2.0
RKF002.A0101	RKF139.A0101	42.06729680299759	112.13280111551285	4.0	102.53650099039078	3.0	102.53650099039078	3.0	102.53650099039078	3.0
MGS146.A0101	MGS310.A0101	21.03880047798156	112.1309101581573	7.0	89.9419069290161	5.0	74.65020418167113	4.0	21.03880047798156	1.0
MGS355.A0101	MGS335.A0101	32.69710093736648	111.85130625963207	7.0	72.38790541887282	3.0	72.38790541887282	3.0	54.88600283861159	2.0
LEO097.A0101	LEO089.A0101	28.74399423599243	111.81648373603821	6.0	93.17077994346619	4.0	93.17077994346619	4.0	76.52439475059509	3.0
LEO067.A0101	LEO075.A0101	51.490601897239685	111.75160109996796	3.0	111.75160109996796	3.0	111.75160109996796	3.0	111.75160109996796	3.0
RKF080.A0101	RKF098.A0101	46.38570100069046	111.686310172081	3.0	111.686310172081	3.0	111.686310172081	3.0	111.686310172081	3.0
MGS039.A0101	MGS299.A0101	42.5135999917984	111.58690303564069	5.0	111.58690303564069	5.0	97.28439897298811	4.0	42.5135999917984	1.0
MGS249.A0101	MGS126.A0101	28.697293996810906	111.55270785093305	5.0	111.55270785093305	5.0	111.55270785093305	5.0	94.79520171880722	4.0
LEO050.A0101	LEO099.A0101	35.11650003492832	111.52020730078218	6.0	91.77050627768038	4.0	79.54490222036837	3.0	62.70980276167393	2.0
MGS457.A0101	MGS241.A0101	60.00550016760826	111.49610504508016	4.0	101.81110128760338	3.0	86.59379705786705	2.0	86.59379705786705	2.0
CSK032.A0101	CSK042.A0101	45.57119905948639	111.46739966643509	4.0	111.46739966643509	4.0	99.27619993686676	3.0	99.27619993686676	3.0
CSK029.A0101	MGS066.A0101	34.902897477149956	111.41799837350845	4.0	111.41799837350845	4.0	111.41799837350845	4.0	111.41799837350845	4.0
KFJ049.A0101	KFJ029.A0101	35.04809737205505	111.40339128323828	5.0	102.25309133529663	4.0	102.25309133529663	4.0	66.60709977149963	2.0
MGS120.A0101	MGS175.A0101	22.25500047206878	111.35410666465756	6.0	100.3902971744537	5.0	84.44380164146422	4.0	64.99350070953368	3.0
LEO052.A0101	LEO108.A0101	40.42660146951675	111.29820250207554	6.0	83.96459370851514	3.0	83.96459370851514	3.0	65.41980057954787	2.0
MGS326.A0101	MGS233.A0101	24.85560178756714	111.25180125236508	7.0	111.25180125236508	7.0	24.85560178756714	1.0	24.85560178756714	1.0
MGS299.A0101	MGS018.A0101	39.03739750385284	111.18260025978086	5.0	111.18260025978086	5.0	85.97569167613982	3.0	69.8706954717636	2.0
LEO094.A0101	LEO090.A0101	26.717698574066162	110.96460223197933	8.0	68.80519986152646	4.0	43.35409998893737	2.0	26.717698574066162	1.0
CSK025.A0101	CSK064.A0101	30.305397510528557	110.9525918960571	5.0	102.40269303321836	4.0	102.40269303321836	4.0	82.45819211006162	3.0
LEO128.A0101	LEO098.A0101	70.83039581775665	110.77159941196442	2.0	110.77159941196442	2.0	110.77159941196442	2.0	110.77159941196442	2.0
CSK013.A0101	MGS308.A0101	31.7760020494461	110.71179211139676	6.0	92.0378893613815	4.0	92.0378893613815	4.0	52.609494328498826	2.0
LEO095.A0101	LEO081.A0101	66.93090200424194	110.67610159516335	2.0	110.67610159516335	2.0	110.67610159516335	2.0	110.67610159516335	2.0
MGS206.A0101	MGS018.A0101	44.37700021080673	110.62270510010418	6.0	101.51380407623944	5.0	62.11010324768722	2.0	44.37700021080673	1.0
MGS315.A0101	MGS201.A0101	26.09050273895263	110.57791784405705	6.0	101.69491246342656	5.0	86.9449086487293	4.0	70.20990774035451	3.0
MGS080.A0101	MGS019.A0101	37.04519271850586	110.45458912849426	5.0	100.12938380241394	4.0	100.12938380241394	4.0	65.72619080543518	2.0
LEO087.A0101	LEO111.A0101	66.8355941772461	110.43588519096375	3.0	110.43588519096375	3.0	110.43588519096375	3.0	93.88488531112671	2.0
MGS032.A0101	MGS015.A0101	30.945000611245632	110.41430290788409	5.0	100.38091000169513	4.0	100.38091000169513	4.0	83.79430826753378	3.0
LEO121.A0101	LEO088.A0101	97.75739908218384	110.39199829101562	2.0	110.39199829101562	2.0	97.75739908218384	1.0	97.75739908218384	1.0
LEO067.A0101	LEO111.A0101	40.46270251274109	110.37400476634502	4.0	101.28230452537537	3.0	101.28230452537537	3.0	101.28230452537537	3.0
LEO096.A0101	LEO048.A0101	45.46890258789062	110.35941392183301	4.0	100.04560500383377	3.0	100.04560500383377	3.0	100.04560500383377	3.0
LEO087.A0101	LEO048.A0101	36.97690069675445	110.34569442272183	4.0	110.34569442272183	4.0	110.34569442272183	4.0	110.34569442272183	4.0
MGS316.A0101	MGS015.A0101	40.29600024223327	110.33560130745173	4.0	101.11709926277399	3.0	101.11709926277399	3.0	101.11709926277399	3.0
CSK032.A0101	CSK067.A0101	38.02219927310943	110.23900508880615	4.0	110.23900508880615	4.0	110.23900508880615	4.0	110.23900508880615	4.0
MGS146.A0101	MGS071.A0101	51.600801944732666	110.16730219125748	4.0	98.85850101709366	3.0	98.85850101709366	3.0	80.29090315103531	2.0
MGS145.A0101	MGS305.A0101	38.7919008731842	110.15279889106748	5.0	88.10899853706358	3.0	88.10899853706358	3.0	88.10899853706358	3.0
RKF155.A0101	RKF016.A0101	30.54049909114837	110.11991798877712	7.0	81.54441416263577	4.0	50.340899825096116	2.0	30.54049909114837	1.0
MGS206.A0101	MGS189.A0101	43.73941421508789	109.97881144285202	3.0	109.97881144285202	3.0	109.97881144285202	3.0	109.97881144285202	3.0
RKF191.A0101	RKF015.A0101	54.60250377655029	109.97530370950699	3.0	100.99880248308182	2.0	100.99880248308182	2.0	100.99880248308182	2.0
MGS120.A0101	MGS459.A0101	28.69849801063537	109.82860773801801	6.0	99.73481148481366	5.0	72.0850110054016	3.0	72.0850110054016	3.0
MGS107.A0101	MGS134.A0101	50.40230751037598	109.81360673904419	3.0	109.81360673904419	3.0	109.81360673904419	3.0	109.81360673904419	3.0
RKC026.A0101	RKC045.A0101	65.97840040922165	109.78270620107651	2.0	109.78270620107651	2.0	109.78270620107651	2.0	109.78270620107651	2.0
MGS149.A0101	MGS245.A0101	45.92459797859192	109.7599923610687	5.0	100.75999498367307	4.0	100.75999498367307	4.0	66.18658900260925	2.0
CSK022.A0101	CSK030.A0101	36.33909821510315	109.751395881176	5.0	100.41659474372864	4.0	100.41659474372864	4.0	64.97640013694763	2.0
RKF080.A0101	RKF164.A0101	52.633702754974365	109.69280004501343	3.0	98.28530550003052	2.0	98.28530550003052	2.0	98.28530550003052	2.0
MGS307.A0101	MGS303.A0101	86.22290082275867	109.68080013990402	2.0	109.68080013990402	2.0	109.68080013990402	2.0	109.68080013990402	2.0
RKF226.A0101	RKF109.A0101	39.462499821092926	109.58028932800514	5.0	99.01078840484841	4.0	85.8698954223655	3.0	85.8698954223655	3.0
MGS029.A0101	MGS190.A0101	31.41809701919555	109.56169962882993	5.0	89.83599543571471	3.0	89.83599543571471	3.0	89.83599543571471	3.0
RKF023.A0101	RKF038.A0101	50.84339380264282	109.33948159217834	3.0	109.33948159217834	3.0	94.11829113960266	2.0	94.11829113960266	2.0
CSK025.A0101	MGS094.A0101	41.382497549057	109.3290030956268	4.0	100.36310553550717	3.0	100.36310553550717	3.0	100.36310553550717	3.0
MGS249.A0101	MGS086.A0101	48.11059236526489	109.24349129199982	3.0	109.24349129199982	3.0	109.24349129199982	3.0	109.24349129199982	3.0
MGS077.A0101	MGS190.A0101	26.273399591445916	109.24010872840879	7.0	76.33240222930905	4.0	62.635910511016824	3.0	46.529400348663316	2.0
CSK004.A0101	CSK001.A0101	55.81299662590027	109.19879951979965	3.0	109.19879951979965	3.0	109.19879951979965	3.0	90.77579975128174	2.0
MGS249.A0101	MGS142.A0101	41.39869809150696	109.11349654197693	4.0	109.11349654197693	4.0	109.11349654197693	4.0	72.87729382514954	2.0
LEO104.A0101	LEO099.A0101	45.042097568511956	108.97800028324127	4.0	98.83480370044705	3.0	98.83480370044705	3.0	98.83480370044705	3.0
CSK012.A0101	MGS318.A0101	36.24300360679626	108.95989537239072	7.0	66.62060618400574	3.0	54.530805349349976	2.0	36.24300360679626	1.0
LEO004.A0101	LEO048.A0101	71.88559770584106	108.88099074363708	3.0	99.60229396820068	2.0	99.60229396820068	2.0	99.60229396820068	2.0
MGS281.A0101	MGS308.A0101	54.171401262283325	108.87550711631775	5.0	98.6844003200531	4.0	70.5443024635315	2.0	54.171401262283325	1.0
CSK025.A0101	MGS006.A0101	31.37459865101846	108.82891526707681	4.0	108.82891526707681	4.0	108.82891526707681	4.0	108.82891526707681	4.0
RKC012.A0101	RKC009.A0101	49.43780899047851	108.81101561390096	3.0	108.81101561390096	3.0	108.81101561390096	3.0	108.81101561390096	3.0
LEO128.A0101	LEO109.A0101	27.74639725685119	108.72199833393094	6.0	98.27539026737212	5.0	84.73879396915434	4.0	27.74639725685119	1.0
